Time,Region
3285.326,A
3285.526,A
3285.726,A
3285.926,A
3286.126,A
3286.326,A
3286.526,None-p06_s03y
3286.726,face
3286.926,face
3287.126,F
3287.326,None-p06_s03y
3287.526,None-p06_s03y
3287.726,B
3287.926,B
3288.126,face
3288.326,face
3288.526,face
3288.726,A
3288.926,None-p06_s03y
3289.126,C
3289.326,C
3289.526,C
3289.726,C
3289.926,C
3290.126,C
3290.326,None-p06_s03y
3290.526,B
3290.726,C
3290.926,C
3291.126,C
3291.326,C
3291.526,None-p06_s03y
3291.726,C
3291.926,C
3292.126,A
3292.326,A
3292.526,A
3292.726,B
3292.926,B
3293.126,B
3293.326,B
3293.526,None-p06_s03y
3293.726,face
3293.926,face
3294.126,face
3294.326,face
3294.526,face
3294.726,B
3294.926,None-p06_s03y
3295.126,B
3295.326,C
3295.526,C
3295.726,D
3295.926,D
3296.126,D
3296.326,E
3296.526,F
3296.726,F
3296.926,A
3297.126,A
3297.326,B
3297.526,C
3297.726,C
3297.926,D
3298.126,D
3298.326,D
3298.526,D
3298.726,None-p06_s03y
3298.926,None-p06_s03y
3299.126,D
3299.326,D
3299.526,D
3299.726,D
3299.926,None-p06_s03y
3300.126,D
3300.326,None-p06_s03y
3300.526,D
3300.726,None-p06_s03y
3300.926,None-p06_s03y
3301.126,None-p06_s03y
3301.326,A
3301.526,A
3301.726,A
3301.926,B
3302.126,B
3302.326,C
3302.526,C
3302.726,None-p06_s03y
3302.926,B
3303.126,B
3303.326,B
3303.526,C
3303.726,C
3303.926,C
3304.126,C
3304.326,C
3304.526,C
3304.726,None-p06_s03y
3304.926,B
3305.126,None-p06_s03y
3305.326,A
3305.526,A
3305.726,A
3305.926,A
3306.126,A
3306.326,A
3306.526,A
3306.726,A
3306.926,A
3307.126,A
3307.326,A
3307.526,B
3307.726,B
3307.926,B
3308.126,None-p06_s03y
3308.326,None-p06_s03y
3308.526,C
3308.726,C
3308.926,None-p06_s03y
3309.126,C
3309.326,None-p06_s03y
3309.526,B
3309.726,B
3309.926,B
3310.126,A
3310.326,A
3310.526,B
3310.726,B
3310.926,None-p06_s03y
3311.126,face
3311.326,face
3311.526,face
3311.726,face
3311.926,face
3312.126,face
3312.326,face
3312.526,A
3312.726,A
3312.926,None-p06_s03y
3313.126,F
3313.326,F
3313.526,F
3313.726,B
3313.926,B
3314.126,None-p06_s03y
3314.326,C
3314.526,None-p06_s03y
3314.726,C
3314.926,C
3315.126,C
3315.326,C
3315.526,C
3315.726,C
3315.926,B
3316.126,None-p06_s03y
3316.326,None-p06_s03y
3316.526,C
3316.726,None-p06_s03y
3316.926,B
3317.126,B
3317.326,B
3317.526,B
3317.726,C
3317.926,C
3318.126,None-p06_s03y
3318.326,C
3318.526,None-p06_s03y
3318.726,None-p06_s03y
3318.926,None-p06_s03y
3319.126,None-p06_s03y
3319.326,face
3319.526,F
3319.726,A
3319.926,B
3320.126,None-p06_s03y
3320.326,face
3320.526,None-p06_s03y
3320.726,B
3320.926,B
3321.126,B
3321.326,B
3321.526,B
3321.726,B
3321.926,B
3322.126,None-p06_s03y
3322.326,B
3322.526,B
3322.726,B
3322.926,None-p06_s03y
3323.126,B
3323.326,B
3323.526,B
3323.726,B
3323.926,B
3324.126,B
3324.326,B
3324.526,B
3324.726,B
3324.926,B
3325.126,B
3325.326,B
3325.526,B
3325.726,B
3325.926,B
3326.126,B
3326.326,B
3326.526,B
3326.726,C
3326.926,B
3327.126,B
3327.326,B
3327.526,None-p06_s03y
3327.726,E
3327.926,B
3328.126,B
3328.326,None-p06_s03y
3328.526,B
3328.726,B
3328.926,face
3329.126,face
3329.326,face
3329.526,face
3329.726,A
3329.926,B
3330.126,B
3330.326,A
3330.526,A
3330.726,A
3330.926,A
3331.126,A
3331.326,A
3331.526,None-p06_s03y
3331.726,None-p06_s03y
3331.926,A
3332.126,A
3332.326,A
3332.526,A
3332.726,A
3332.926,A
3333.126,A
3333.326,B
3333.526,C
3333.726,C
3333.926,C
3334.126,C
3334.326,B
3334.526,B
3334.726,B
3334.926,B
3335.126,B
3335.326,None-p06_s03y
3335.526,None-p06_s03y
3335.726,B
3335.926,B
3336.126,None-p06_s03y
3336.326,E
3336.526,E
3336.726,E
3336.926,E
3337.126,E
3337.326,E
3337.526,E
3337.726,E
3337.926,E
3338.126,E
3338.326,E
3338.526,E
3338.726,E
3338.926,E
3339.126,B
3339.326,B
3339.526,B
3339.726,face
3339.926,None-p06_s03y
3340.126,E
3340.326,B
3340.526,B
3340.726,B
3340.926,B
3341.126,E
3341.326,E
3341.526,face
3341.726,None-p06_s03y
3341.926,B
3342.126,B
3342.326,B
3342.526,B
3342.726,A
3342.926,A
3343.126,A
3343.326,A
3343.526,A
3343.726,A
3343.926,A
3344.126,A
3344.326,A
3344.526,A
3344.726,A
3344.926,A
3345.126,A
3345.326,A
3345.526,A
3345.726,A
3345.926,A
3346.126,A
3346.326,A
3346.526,A
3346.726,A
3346.926,None-p06_s03y
3347.126,A
3347.326,A
3347.526,A
3347.726,A
3347.926,A
3348.126,B
3348.326,C
3348.526,C
3348.726,C
3348.926,C
3349.126,C
3349.326,C
3349.526,C
3349.726,None-p06_s03y
3349.926,None-p06_s03y
3350.126,None-p06_s03y
3350.326,D
3350.526,D
3350.726,D
3350.926,D
3351.126,None-p06_s03y
3351.326,None-p06_s03y
3351.526,None-p06_s03y
3351.726,None-p06_s03y
3351.926,B
3352.126,B
3352.326,B
3352.526,None-p06_s03y
3352.726,None-p06_s03y
3352.926,None-p06_s03y
3353.126,E
3353.326,D
3353.526,D
3353.726,D
3353.926,D
3354.126,None-p06_s03y
3354.326,None-p06_s03y
3354.526,None-p06_s03y
3354.726,None-p06_s03y
3354.926,None-p06_s03y
3355.126,None-p06_s03y
3355.326,None-p06_s03y
3355.526,face
3355.726,face
3355.926,face
3356.126,face
3356.326,face
3356.526,B
3356.726,None-p06_s03y
3356.926,C
3357.126,C
3357.326,None-p06_s03y
3357.526,None-p06_s03y
3357.726,None-p06_s03y
3357.926,None-p06_s03y
3358.126,None-p06_s03y
3358.326,None-p06_s03y
3358.526,None-p06_s03y
3358.726,E
3358.926,E
3359.126,E
3359.326,None-p06_s03y
3359.526,C
3359.726,C
3359.926,C
3360.126,C
3360.326,C
3360.526,C
3360.726,C
3360.926,None-p06_s03y
3361.126,B
3361.326,B
3361.526,face
3361.726,face
3361.926,face
3362.126,face
3362.326,face
3362.526,face
3362.726,None-p06_s03y
3362.926,face
3363.126,face
3363.326,face
3363.526,None-p06_s03y
3363.726,B
3363.926,None-p06_s03y
3364.126,None-p06_s03y
3364.326,face
3364.526,B
3364.726,B
3364.926,E
3365.126,None-p06_s03y
3365.326,C
3365.526,C
3365.726,C
3365.926,None-p06_s03y
3366.126,None-p06_s03y
3366.326,B
3366.526,B
3366.726,B
3366.926,E
3367.126,None-p06_s03y
3367.326,D
3367.526,A
3367.726,A
3367.926,A
3368.126,C
3368.326,C
3368.526,E
3368.726,E
3368.926,B
3369.126,B
3369.326,B
3369.526,E
3369.726,None-p06_s03y
3369.926,B
3370.126,B
3370.326,B
3370.526,B
3370.726,C
3370.926,C
3371.126,C
3371.326,C
3371.526,C
3371.726,C
3371.926,C
3372.126,None-p06_s03y
3372.326,C
3372.526,C
3372.726,C
3372.926,None-p06_s03y
3373.126,A
3373.326,None-p06_s03y
3373.526,C
3373.726,None-p06_s03y
3373.926,D
3374.126,D
3374.326,D
3374.526,None-p06_s03y
3374.726,A
3374.926,None-p06_s03y
3375.126,None-p06_s03y
3375.326,None-p06_s03y
3375.526,None-p06_s03y
3375.726,None-p06_s03y
3375.926,None-p06_s03y
3376.126,None-p06_s03y
3376.326,None-p06_s03y
3376.526,face
3376.726,None-p06_s03y
3376.926,None-p06_s03y
3377.126,face
3377.326,face
3377.526,face
3377.726,face
3377.926,D
3378.126,D
3378.326,None-p06_s03y
3378.526,face
3378.726,face
3378.926,None-p06_s03y
3379.126,E
3379.326,D
3379.526,D
3379.726,face
3379.926,face
3380.126,face
3380.326,D
3380.526,None-p06_s03y
3380.726,E
3380.926,D
3381.126,D
3381.326,D
3381.526,face
3381.726,face
3381.926,face
3382.126,face
3382.326,face
3382.526,face
3382.726,face
3382.926,face
3383.126,face
3383.326,face
3383.526,face
3383.726,None-p06_s03y
3383.926,None-p06_s03y
3384.126,face
3384.326,face
3384.526,D
3384.726,D
3384.926,D
3385.126,D
3385.326,D
3385.526,D
3385.726,D
3385.926,None-p06_s03y
3386.126,None-p06_s03y
3386.326,D
3386.526,D
3386.726,D
3386.926,D
3387.126,D
3387.326,D
3387.526,D
3387.726,D
3387.926,face
3388.126,face
3388.326,face
3388.526,face
3388.726,None-p06_s03y
3388.926,D
3389.126,D
3389.326,D
3389.526,D
3389.726,D
3389.926,D
3390.126,D
3390.326,None-p06_s03y
3390.526,D
3390.726,D
3390.926,D
3391.126,D
3391.326,D
3391.526,D
3391.726,D
3391.926,D
3392.126,D
3392.326,D
3392.526,None-p06_s03y
3392.726,None-p06_s03y
3392.926,None-p06_s03y
3393.126,D
3393.326,D
3393.526,None-p06_s03y
3393.726,face
3393.926,face
3394.126,None-p06_s03y
3394.326,D
3394.526,D
3394.726,None-p06_s03y
3394.926,A
3395.126,A
3395.326,A
3395.526,face
3395.726,face
3395.926,A
3396.126,A
3396.326,A
3396.526,A
3396.726,A
3396.926,A
3397.126,A
3397.326,B
3397.526,C
3397.726,None-p06_s03y
3397.926,A
3398.126,A
3398.326,A
3398.526,B
3398.726,B
3398.926,A
3399.126,A
3399.326,A
3399.526,A
3399.726,A
3399.926,A
3400.126,A
3400.326,None-p06_s03y
3400.526,B
3400.726,B
3400.926,face
3401.126,face
3401.326,E
3401.526,E
3401.726,None-p06_s03y
3401.926,E
3402.126,B
3402.326,B
3402.526,E
3402.726,E
3402.926,E
3403.126,E
3403.326,None-p06_s03y
3403.526,None-p06_s03y
3403.726,E
3403.926,E
3404.126,None-p06_s03y
3404.326,E
3404.526,E
3404.726,E
3404.926,E
3405.126,None-p06_s03y
3405.326,None-p06_s03y
3405.526,None-p06_s03y
3405.726,E
3405.926,F
3406.126,F
3406.326,F
3406.526,E
3406.726,None-p06_s03y
3406.926,None-p06_s03y
3407.126,E
3407.326,E
3407.526,E
3407.726,E
3407.926,E
3408.126,face
3408.326,face
3408.526,None-p06_s03y
3408.726,face
3408.926,face
3409.126,face
3409.326,face
3409.526,None-p06_s03y
3409.726,face
3409.926,face
3410.126,None-p06_s03y
3410.326,E
3410.526,E
3410.726,None-p06_s03y
3410.926,None-p06_s03y
3411.126,E
3411.326,E
3411.526,E
3411.726,E
3411.926,None-p06_s03y
3412.126,None-p06_s03y
3412.326,E
3412.526,E
3412.726,E
3412.926,E
3413.126,E
3413.326,E
3413.526,E
3413.726,face
3413.926,E
3414.126,E
3414.326,None-p06_s03y
3414.526,None-p06_s03y
3414.726,None-p06_s03y
3414.926,E
3415.126,E
3415.326,E
3415.526,face
3415.726,face
3415.926,face
3416.126,face
3416.326,face
3416.526,face
3416.726,E
3416.926,E
3417.126,None-p06_s03y
3417.326,None-p06_s03y
3417.526,None-p06_s03y
3417.726,E
3417.926,E
3418.126,face
3418.326,F
3418.526,F
3418.726,None-p06_s03y
3418.926,None-p06_s03y
3419.126,None-p06_s03y
3419.326,None-p06_s03y
3419.526,None-p06_s03y
3419.726,None-p06_s03y
3419.926,None-p06_s03y
3420.126,E
3420.326,face
3420.526,face
3420.726,face
3420.926,None-p06_s03y
3421.126,None-p06_s03y
3421.326,None-p06_s03y
3421.526,None-p06_s03y
3421.726,None-p06_s03y
3421.926,None-p06_s03y
3422.126,None-p06_s03y
3422.326,None-p06_s03y
3422.526,None-p06_s03y
3422.726,None-p06_s03y
3422.926,F
3423.126,None-p06_s03y
3423.326,None-p06_s03y
3423.526,None-p06_s03y
3423.726,None-p06_s03y
3423.926,None-p06_s03y
3424.126,None-p06_s03y
3424.326,E
3424.526,D
3424.726,D
3424.926,None-p06_s03y
3425.126,B
3425.326,B
3425.526,face
3425.726,E
3425.926,E
3426.126,C
3426.326,C
3426.526,None-p06_s03y
3426.726,face
3426.926,B
3427.126,B
3427.326,None-p06_s03y
3427.526,None-p06_s03y
3427.726,None-p06_s03y
3427.926,face
3428.126,face
3428.326,None-p06_s03y
3428.526,A
3428.726,B
3428.926,B
3429.126,None-p06_s03y
3429.326,B
3429.526,B
3429.726,B
3429.926,C
3430.126,C
3430.326,face
3430.526,face
3430.726,face
3430.926,face
3431.126,face
3431.326,face
3431.526,face
3431.726,A
3431.926,None-p06_s03y
3432.126,None-p06_s03y
3432.326,None-p06_s03y
3432.526,face
3432.726,face
3432.926,face
3433.126,face
3433.326,face
3433.526,face
3433.726,face
3433.926,face
3434.126,face
3434.326,face
3434.526,face
3434.726,face
3434.926,face
3435.126,None-p06_s03y
3435.326,face
3435.526,A
3435.726,A
3435.926,face
3436.126,face
3436.326,face
3436.526,D
3436.726,A
3436.926,A
3437.126,face
3437.326,face
3437.526,face
3437.726,face
3437.926,face
3438.126,face
3438.326,face
3438.526,face
3438.726,face
3438.926,face
3439.126,None-p06_s03y
3439.326,A
3439.526,A
3439.726,None-p06_s03y
3439.926,None-p06_s03y
3440.126,None-p06_s03y
3440.326,None-p06_s03y
3440.526,None-p06_s03y
3440.726,None-p06_s03y
3440.926,None-p06_s03y
3441.126,None-p06_s03y
3441.326,face
3441.526,B
3441.726,B
3441.926,B
3442.126,None-p06_s03y
3442.326,None-p06_s03y
3442.526,None-p06_s03y
3442.726,None-p06_s03y
3442.926,None-p06_s03y
3443.126,None-p06_s03y
3443.326,None-p06_s03y
3443.526,None-p06_s03y
3443.726,None-p06_s03y
3443.926,None-p06_s03y
3444.126,None-p06_s03y
3444.326,None-p06_s03y
3444.526,C
3444.726,C
3444.926,C
3445.126,C
3445.326,C
3445.526,C
3445.726,C
3445.926,None-p06_s03y
3446.126,C
3446.326,C
3446.526,C
3446.726,C
3446.926,None-p06_s03y
3447.126,None-p06_s03y
3447.326,None-p06_s03y
3447.526,None-p06_s03y
3447.726,None-p06_s03y
3447.926,None-p06_s03y
3448.126,None-p06_s03y
3448.326,None-p06_s03y
3448.526,None-p06_s03y
3448.726,None-p06_s03y
3448.926,D
3449.126,D
3449.326,None-p06_s03y
3449.526,B
3449.726,A
3449.926,None-p06_s03y
3450.126,None-p06_s03y
3450.326,D
3450.526,D
3450.726,D
3450.926,C
3451.126,None-p06_s03y
3451.326,D
3451.526,D
3451.726,None-p06_s03y
3451.926,None-p06_s03y
3452.126,None-p06_s03y
3452.326,None-p06_s03y
3452.526,None-p06_s03y
3452.726,None-p06_s03y
3452.926,None-p06_s03y
3453.126,B
3453.326,B
3453.526,A
3453.726,None-p06_s03y
3453.926,None-p06_s03y
3454.126,None-p06_s03y
3454.326,None-p06_s03y
3454.526,None-p06_s03y
3454.726,None-p06_s03y
3454.926,None-p06_s03y
3455.126,None-p06_s03y
3455.326,None-p06_s03y
3455.526,B
3455.726,B
3455.926,B
3456.126,A
3456.326,A
3456.526,A
3456.726,None-p06_s03y
3456.926,None-p06_s03y
3457.126,C
3457.326,A
3457.526,A
3457.726,A
3457.926,A
3458.126,A
3458.326,A
3458.526,None-p06_s03y
3458.726,A
3458.926,A
3459.126,None-p06_s03y
3459.326,None-p06_s03y
3459.526,A
3459.726,D
3459.926,D
3460.126,D
3460.326,D
3460.526,None-p06_s03y
3460.726,C
3460.926,None-p06_s03y
3461.126,None-p06_s03y
3461.326,B
3461.526,B
3461.726,B
3461.926,B
3462.126,B
3462.326,B
3462.526,None-p06_s03y
3462.726,E
3462.926,face
3463.126,face
3463.326,face
3463.526,face
3463.726,face
3463.926,face
3464.126,D
3464.326,D
3464.526,D
3464.726,D
3464.926,D
3465.126,D
3465.326,D
3465.526,D
3465.726,D
3465.926,D
3466.126,D
3466.326,D
3466.526,D
3466.726,A
3466.926,A
3467.126,A
3467.326,A
3467.526,A
3467.726,A
3467.926,A
3468.126,A
3468.326,A
3468.526,A
3468.726,A
3468.926,A
3469.126,A
3469.326,A
3469.526,None-p06_s03y
3469.726,A
3469.926,face
3470.126,face
3470.326,A
3470.526,A
3470.726,A
3470.926,A
3471.126,A
3471.326,A
3471.526,A
3471.726,None-p06_s03y
3471.926,None-p06_s03y
3472.126,None-p06_s03y
3472.326,None-p06_s03y
3472.526,None-p06_s03y
3472.726,A
3472.926,A
3473.126,A
3473.326,A
3473.526,A
3473.726,A
3473.926,None-p06_s03y
3474.126,A
3474.326,A
3474.526,A
3474.726,None-p06_s03y
3474.926,None-p06_s03y
3475.126,A
3475.326,A
3475.526,A
3475.726,A
3475.926,None-p06_s03y
3476.126,None-p06_s03y
