Time,Region
512085.760,None-p04_s02y
512085.960,None-p04_s02y
512086.160,None-p04_s02y
512086.360,None-p04_s02y
512086.560,E
512086.760,E
512086.960,face
512087.160,None-p04_s02y
512087.360,B
512087.560,B
512087.760,None-p04_s02y
512087.960,None-p04_s02y
512088.160,None-p04_s02y
512088.360,None-p04_s02y
512088.560,None-p04_s02y
512088.760,None-p04_s02y
512088.960,None-p04_s02y
512089.160,None-p04_s02y
512089.360,None-p04_s02y
512089.560,A
512089.760,None-p04_s02y
512089.960,None-p04_s02y
512090.160,None-p04_s02y
512090.360,B
512090.560,None-p04_s02y
512090.760,A
512090.960,A
512091.160,A
512091.360,face
512091.560,face
512091.760,None-p04_s02y
512091.960,None-p04_s02y
512092.160,None-p04_s02y
512092.360,None-p04_s02y
512092.560,None-p04_s02y
512092.760,None-p04_s02y
512092.960,F
512093.160,B
512093.360,B
512093.560,B
512093.760,B
512093.960,B
512094.160,B
512094.360,B
512094.560,E
512094.760,None-p04_s02y
512094.960,None-p04_s02y
512095.160,None-p04_s02y
512095.360,None-p04_s02y
512095.560,B
512095.760,None-p04_s02y
512095.960,B
512096.160,None-p04_s02y
512096.360,B
512096.560,None-p04_s02y
512096.760,A
512096.960,A
512097.160,B
512097.360,A
512097.560,A
512097.760,A
512097.960,face
512098.160,face
512098.360,face
512098.560,face
512098.760,None-p04_s02y
512098.960,A
512099.160,None-p04_s02y
512099.360,A
512099.560,B
512099.760,B
512099.960,B
512100.160,B
512100.360,B
512100.560,None-p04_s02y
512100.760,B
512100.960,B
512101.160,None-p04_s02y
512101.360,None-p04_s02y
512101.560,B
512101.760,None-p04_s02y
512101.960,C
512102.160,None-p04_s02y
512102.360,C
512102.560,C
512102.760,C
512102.960,C
512103.160,C
512103.360,A
512103.560,A
512103.760,A
512103.960,A
512104.160,A
512104.360,None-p04_s02y
512104.560,A
512104.760,None-p04_s02y
512104.960,face
512105.160,face
512105.360,None-p04_s02y
512105.560,None-p04_s02y
512105.760,None-p04_s02y
512105.960,B
512106.160,B
512106.360,None-p04_s02y
512106.560,face
512106.760,face
512106.960,face
512107.160,None-p04_s02y
512107.360,None-p04_s02y
512107.560,None-p04_s02y
512107.760,E
512107.960,E
512108.160,E
512108.360,face
512108.560,face
512108.760,None-p04_s02y
512108.960,A
512109.160,face
512109.360,face
512109.560,face
512109.760,face
512109.960,face
512110.160,face
512110.360,face
512110.560,face
512110.760,face
512110.960,face
512111.160,face
512111.360,E
512111.560,None-p04_s02y
512111.760,None-p04_s02y
512111.960,None-p04_s02y
512112.160,face
512112.360,face
512112.560,face
512112.760,face
512112.960,None-p04_s02y
512113.160,None-p04_s02y
512113.360,E
512113.560,E
512113.760,E
512113.960,None-p04_s02y
512114.160,None-p04_s02y
512114.360,face
512114.560,face
512114.760,A
512114.960,A
512115.160,face
512115.360,face
512115.560,None-p04_s02y
512115.760,face
512115.960,None-p04_s02y
512116.160,face
512116.360,face
512116.560,face
512116.760,face
512116.960,face
512117.160,A
512117.360,None-p04_s02y
512117.560,face
512117.760,face
512117.960,face
512118.160,face
512118.360,None-p04_s02y
512118.560,A
512118.760,None-p04_s02y
512118.960,None-p04_s02y
512119.160,None-p04_s02y
512119.360,None-p04_s02y
512119.560,face
512119.760,None-p04_s02y
512119.960,None-p04_s02y
512120.160,B
512120.360,B
512120.560,B
512120.760,face
512120.960,face
512121.160,face
512121.360,face
512121.560,face
512121.760,None-p04_s02y
512121.960,face
512122.160,None-p04_s02y
512122.360,None-p04_s02y
512122.560,None-p04_s02y
512122.760,None-p04_s02y
512122.960,B
512123.160,B
512123.360,A
512123.560,B
512123.760,None-p04_s02y
512123.960,None-p04_s02y
512124.160,None-p04_s02y
512124.360,None-p04_s02y
512124.560,None-p04_s02y
512124.760,None-p04_s02y
512124.960,None-p04_s02y
512125.160,E
512125.360,None-p04_s02y
512125.560,C
512125.760,None-p04_s02y
512125.960,None-p04_s02y
512126.160,None-p04_s02y
512126.360,None-p04_s02y
512126.560,None-p04_s02y
512126.760,None-p04_s02y
512126.960,None-p04_s02y
512127.160,None-p04_s02y
512127.360,B
512127.560,None-p04_s02y
512127.760,None-p04_s02y
512127.960,None-p04_s02y
512128.160,None-p04_s02y
512128.360,None-p04_s02y
512128.560,B
512128.760,B
512128.960,E
512129.160,None-p04_s02y
512129.360,B
512129.560,B
512129.760,B
512129.960,B
512130.160,None-p04_s02y
512130.360,None-p04_s02y
512130.560,None-p04_s02y
512130.760,None-p04_s02y
512130.960,face
512131.160,B
512131.360,A
512131.560,A
512131.760,None-p04_s02y
512131.960,face
512132.160,face
512132.360,face
512132.560,face
512132.760,face
512132.960,face
512133.160,None-p04_s02y
512133.360,None-p04_s02y
512133.560,None-p04_s02y
512133.760,face
512133.960,face
512134.160,face
512134.360,None-p04_s02y
512134.560,None-p04_s02y
512134.760,None-p04_s02y
512134.960,None-p04_s02y
512135.160,None-p04_s02y
512135.360,None-p04_s02y
512135.560,None-p04_s02y
512135.760,None-p04_s02y
512135.960,None-p04_s02y
512136.160,None-p04_s02y
512136.360,None-p04_s02y
512136.560,None-p04_s02y
512136.760,None-p04_s02y
512136.960,None-p04_s02y
512137.160,A
512137.360,A
512137.560,None-p04_s02y
512137.760,None-p04_s02y
512137.960,None-p04_s02y
512138.160,None-p04_s02y
512138.360,None-p04_s02y
512138.560,None-p04_s02y
512138.760,None-p04_s02y
512138.960,None-p04_s02y
512139.160,None-p04_s02y
512139.360,None-p04_s02y
512139.560,None-p04_s02y
512139.760,None-p04_s02y
512139.960,None-p04_s02y
512140.160,None-p04_s02y
512140.360,None-p04_s02y
512140.560,E
512140.760,E
512140.960,E
512141.160,E
512141.360,E
512141.560,None-p04_s02y
512141.760,None-p04_s02y
512141.960,E
512142.160,None-p04_s02y
512142.360,C
512142.560,C
512142.760,C
512142.960,None-p04_s02y
512143.160,face
512143.360,E
512143.560,None-p04_s02y
512143.760,None-p04_s02y
512143.960,None-p04_s02y
512144.160,face
512144.360,E
512144.560,None-p04_s02y
512144.760,None-p04_s02y
512144.960,E
512145.160,E
512145.360,None-p04_s02y
512145.560,None-p04_s02y
512145.760,E
512145.960,face
512146.160,None-p04_s02y
512146.360,None-p04_s02y
512146.560,None-p04_s02y
512146.760,None-p04_s02y
512146.960,None-p04_s02y
512147.160,None-p04_s02y
512147.360,None-p04_s02y
512147.560,None-p04_s02y
512147.760,face
512147.960,None-p04_s02y
512148.160,None-p04_s02y
512148.360,None-p04_s02y
512148.560,A
512148.760,A
512148.960,B
512149.160,None-p04_s02y
512149.360,None-p04_s02y
512149.560,E
512149.760,None-p04_s02y
512149.960,None-p04_s02y
512150.160,None-p04_s02y
512150.360,None-p04_s02y
512150.560,None-p04_s02y
512150.760,face
512150.960,E
512151.160,None-p04_s02y
512151.360,None-p04_s02y
512151.560,None-p04_s02y
512151.760,A
512151.960,None-p04_s02y
512152.160,None-p04_s02y
512152.360,None-p04_s02y
512152.560,None-p04_s02y
512152.760,None-p04_s02y
512152.960,None-p04_s02y
512153.160,None-p04_s02y
512153.360,None-p04_s02y
512153.560,None-p04_s02y
512153.760,C
512153.960,None-p04_s02y
512154.160,None-p04_s02y
512154.360,None-p04_s02y
512154.560,None-p04_s02y
512154.760,E
512154.960,face
512155.160,face
512155.360,face
512155.560,None-p04_s02y
512155.760,None-p04_s02y
512155.960,None-p04_s02y
512156.160,None-p04_s02y
512156.360,face
512156.560,face
512156.760,face
512156.960,E
512157.160,E
512157.360,face
512157.560,face
512157.760,face
512157.960,face
512158.160,face
512158.360,face
512158.560,face
512158.760,E
512158.960,E
512159.160,None-p04_s02y
512159.360,E
512159.560,E
512159.760,None-p04_s02y
512159.960,None-p04_s02y
512160.160,E
512160.360,face
512160.560,E
512160.760,E
512160.960,E
512161.160,E
512161.360,E
512161.560,E
512161.760,E
512161.960,None-p04_s02y
512162.160,None-p04_s02y
512162.360,None-p04_s02y
512162.560,face
512162.760,None-p04_s02y
512162.960,None-p04_s02y
512163.160,None-p04_s02y
512163.360,None-p04_s02y
512163.560,None-p04_s02y
512163.760,None-p04_s02y
512163.960,C
512164.160,None-p04_s02y
512164.360,None-p04_s02y
512164.560,face
512164.760,face
512164.960,None-p04_s02y
512165.160,F
512165.360,None-p04_s02y
512165.560,None-p04_s02y
512165.760,None-p04_s02y
512165.960,A
512166.160,face
512166.360,face
512166.560,None-p04_s02y
512166.760,None-p04_s02y
512166.960,None-p04_s02y
512167.160,None-p04_s02y
512167.360,None-p04_s02y
512167.560,None-p04_s02y
512167.760,None-p04_s02y
512167.960,B
512168.160,None-p04_s02y
512168.360,None-p04_s02y
512168.560,None-p04_s02y
512168.760,None-p04_s02y
512168.960,None-p04_s02y
512169.160,None-p04_s02y
512169.360,None-p04_s02y
512169.560,None-p04_s02y
512169.760,face
512169.960,None-p04_s02y
512170.160,None-p04_s02y
512170.360,None-p04_s02y
512170.560,None-p04_s02y
512170.760,None-p04_s02y
512170.960,None-p04_s02y
512171.160,None-p04_s02y
512171.360,None-p04_s02y
512171.560,None-p04_s02y
512171.760,None-p04_s02y
512171.960,None-p04_s02y
512172.160,face
512172.360,face
512172.560,None-p04_s02y
512172.760,F
512172.960,None-p04_s02y
512173.160,F
512173.360,None-p04_s02y
512173.560,None-p04_s02y
512173.760,F
512173.960,None-p04_s02y
512174.160,None-p04_s02y
512174.360,None-p04_s02y
512174.560,face
512174.760,None-p04_s02y
512174.960,face
512175.160,face
512175.360,face
512175.560,face
512175.760,None-p04_s02y
512175.960,None-p04_s02y
512176.160,E
512176.360,None-p04_s02y
512176.560,None-p04_s02y
512176.760,B
512176.960,B
512177.160,B
512177.360,A
512177.560,F
512177.760,None-p04_s02y
512177.960,None-p04_s02y
512178.160,None-p04_s02y
512178.360,A
512178.560,None-p04_s02y
512178.760,None-p04_s02y
512178.960,None-p04_s02y
512179.160,None-p04_s02y
512179.360,face
512179.560,None-p04_s02y
512179.760,None-p04_s02y
512179.960,None-p04_s02y
512180.160,None-p04_s02y
512180.360,face
512180.560,None-p04_s02y
512180.760,None-p04_s02y
512180.960,face
512181.160,None-p04_s02y
512181.360,face
512181.560,face
512181.760,None-p04_s02y
512181.960,None-p04_s02y
512182.160,None-p04_s02y
512182.360,None-p04_s02y
512182.560,None-p04_s02y
512182.760,face
512182.960,None-p04_s02y
512183.160,None-p04_s02y
512183.360,face
512183.560,None-p04_s02y
512183.760,None-p04_s02y
512183.960,None-p04_s02y
512184.160,None-p04_s02y
512184.360,None-p04_s02y
512184.560,None-p04_s02y
512184.760,None-p04_s02y
512184.960,None-p04_s02y
512185.160,None-p04_s02y
512185.360,None-p04_s02y
512185.560,None-p04_s02y
512185.760,None-p04_s02y
512185.960,None-p04_s02y
512186.160,F
512186.360,F
512186.560,F
512186.760,face
512186.960,face
512187.160,face
512187.360,None-p04_s02y
512187.560,None-p04_s02y
512187.760,None-p04_s02y
512187.960,None-p04_s02y
512188.160,None-p04_s02y
512188.360,None-p04_s02y
512188.560,None-p04_s02y
512188.760,face
512188.960,None-p04_s02y
512189.160,None-p04_s02y
512189.360,None-p04_s02y
512189.560,None-p04_s02y
512189.760,None-p04_s02y
512189.960,None-p04_s02y
512190.160,None-p04_s02y
512190.360,None-p04_s02y
512190.560,None-p04_s02y
512190.760,None-p04_s02y
512190.960,None-p04_s02y
512191.160,None-p04_s02y
512191.360,face
512191.560,face
512191.760,face
512191.960,face
512192.160,face
512192.360,None-p04_s02y
512192.560,None-p04_s02y
512192.760,None-p04_s02y
512192.960,None-p04_s02y
512193.160,face
512193.360,None-p04_s02y
512193.560,face
512193.760,face
512193.960,face
512194.160,face
512194.360,face
512194.560,face
512194.760,face
512194.960,face
512195.160,face
512195.360,face
512195.560,face
512195.760,face
512195.960,face
512196.160,None-p04_s02y
512196.360,face
512196.560,face
512196.760,None-p04_s02y
512196.960,None-p04_s02y
512197.160,face
512197.360,face
512197.560,face
512197.760,face
512197.960,face
512198.160,face
512198.360,face
512198.560,face
512198.760,face
512198.960,face
512199.160,face
512199.360,None-p04_s02y
512199.560,None-p04_s02y
512199.760,None-p04_s02y
512199.960,None-p04_s02y
512200.160,face
512200.360,None-p04_s02y
512200.560,None-p04_s02y
512200.760,None-p04_s02y
512200.960,None-p04_s02y
512201.160,None-p04_s02y
512201.360,face
512201.560,None-p04_s02y
512201.760,None-p04_s02y
512201.960,face
512202.160,face
512202.360,None-p04_s02y
512202.560,None-p04_s02y
512202.760,None-p04_s02y
512202.960,face
512203.160,face
512203.360,None-p04_s02y
512203.560,None-p04_s02y
512203.760,F
512203.960,None-p04_s02y
512204.160,None-p04_s02y
512204.360,None-p04_s02y
512204.560,None-p04_s02y
512204.760,None-p04_s02y
512204.960,None-p04_s02y
512205.160,None-p04_s02y
512205.360,None-p04_s02y
512205.560,None-p04_s02y
512205.760,None-p04_s02y
512205.960,None-p04_s02y
512206.160,face
512206.360,face
512206.560,None-p04_s02y
512206.760,F
512206.960,None-p04_s02y
512207.160,None-p04_s02y
512207.360,face
512207.560,face
512207.760,face
512207.960,None-p04_s02y
512208.160,B
512208.360,B
512208.560,B
512208.760,B
512208.960,B
512209.160,B
512209.360,E
512209.560,None-p04_s02y
512209.760,C
512209.960,C
512210.160,None-p04_s02y
512210.360,None-p04_s02y
512210.560,None-p04_s02y
512210.760,None-p04_s02y
512210.960,None-p04_s02y
512211.160,None-p04_s02y
512211.360,None-p04_s02y
512211.560,None-p04_s02y
512211.760,B
512211.960,B
512212.160,None-p04_s02y
512212.360,None-p04_s02y
512212.560,None-p04_s02y
512212.760,None-p04_s02y
512212.960,None-p04_s02y
512213.160,None-p04_s02y
512213.360,None-p04_s02y
512213.560,None-p04_s02y
512213.760,None-p04_s02y
512213.960,None-p04_s02y
512214.160,face
512214.360,None-p04_s02y
512214.560,None-p04_s02y
512214.760,None-p04_s02y
512214.960,None-p04_s02y
512215.160,None-p04_s02y
512215.360,None-p04_s02y
512215.560,None-p04_s02y
512215.760,None-p04_s02y
512215.960,None-p04_s02y
512216.160,None-p04_s02y
512216.360,None-p04_s02y
512216.560,face
512216.760,None-p04_s02y
512216.960,F
512217.160,F
512217.360,F
512217.560,None-p04_s02y
512217.760,F
512217.960,face
512218.160,None-p04_s02y
512218.360,None-p04_s02y
512218.560,face
512218.760,face
512218.960,face
512219.160,E
512219.360,E
512219.560,face
512219.760,A
512219.960,A
512220.160,face
512220.360,A
512220.560,A
512220.760,A
512220.960,None-p04_s02y
512221.160,None-p04_s02y
512221.360,None-p04_s02y
512221.560,None-p04_s02y
512221.760,None-p04_s02y
512221.960,None-p04_s02y
512222.160,None-p04_s02y
512222.360,None-p04_s02y
512222.560,face
512222.760,F
512222.960,None-p04_s02y
512223.160,None-p04_s02y
512223.360,F
512223.560,None-p04_s02y
512223.760,None-p04_s02y
512223.960,None-p04_s02y
512224.160,None-p04_s02y
512224.360,None-p04_s02y
512224.560,None-p04_s02y
512224.760,None-p04_s02y
512224.960,None-p04_s02y
512225.160,None-p04_s02y
512225.360,None-p04_s02y
512225.560,None-p04_s02y
512225.760,None-p04_s02y
512225.960,None-p04_s02y
512226.160,A
512226.360,A
512226.560,None-p04_s02y
512226.760,None-p04_s02y
512226.960,None-p04_s02y
512227.160,face
512227.360,None-p04_s02y
512227.560,E
512227.760,B
512227.960,None-p04_s02y
512228.160,None-p04_s02y
512228.360,None-p04_s02y
512228.560,B
512228.760,None-p04_s02y
512228.960,None-p04_s02y
512229.160,None-p04_s02y
512229.360,None-p04_s02y
512229.560,None-p04_s02y
512229.760,face
512229.960,face
512230.160,E
512230.360,None-p04_s02y
512230.560,None-p04_s02y
512230.760,None-p04_s02y
512230.960,face
512231.160,D
512231.360,D
512231.560,E
512231.760,E
512231.960,None-p04_s02y
512232.160,None-p04_s02y
512232.360,None-p04_s02y
512232.560,None-p04_s02y
512232.760,E
512232.960,E
512233.160,None-p04_s02y
512233.360,None-p04_s02y
512233.560,None-p04_s02y
512233.760,None-p04_s02y
512233.960,D
512234.160,None-p04_s02y
512234.360,None-p04_s02y
512234.560,E
512234.760,None-p04_s02y
512234.960,D
512235.160,D
512235.360,D
512235.560,D
512235.760,face
512235.960,None-p04_s02y
512236.160,None-p04_s02y
512236.360,None-p04_s02y
512236.560,None-p04_s02y
512236.760,None-p04_s02y
512236.960,face
512237.160,E
512237.360,None-p04_s02y
512237.560,E
512237.760,None-p04_s02y
512237.960,None-p04_s02y
512238.160,F
512238.360,face
512238.560,E
512238.760,E
512238.960,None-p04_s02y
512239.160,E
512239.360,E
512239.560,None-p04_s02y
512239.760,None-p04_s02y
512239.960,None-p04_s02y
512240.160,face
512240.360,None-p04_s02y
512240.560,None-p04_s02y
512240.760,face
512240.960,None-p04_s02y
512241.160,E
512241.360,None-p04_s02y
512241.560,None-p04_s02y
512241.760,None-p04_s02y
512241.960,None-p04_s02y
512242.160,None-p04_s02y
512242.360,None-p04_s02y
512242.560,None-p04_s02y
512242.760,None-p04_s02y
512242.960,None-p04_s02y
512243.160,None-p04_s02y
512243.360,None-p04_s02y
512243.560,None-p04_s02y
512243.760,F
512243.960,None-p04_s02y
512244.160,None-p04_s02y
512244.360,None-p04_s02y
512244.560,None-p04_s02y
512244.760,B
512244.960,None-p04_s02y
512245.160,B
512245.360,B
512245.560,None-p04_s02y
512245.760,None-p04_s02y
512245.960,None-p04_s02y
512246.160,None-p04_s02y
512246.360,None-p04_s02y
512246.560,face
512246.760,None-p04_s02y
512246.960,None-p04_s02y
512247.160,None-p04_s02y
512247.360,None-p04_s02y
512247.560,None-p04_s02y
512247.760,None-p04_s02y
512247.960,None-p04_s02y
512248.160,None-p04_s02y
512248.360,None-p04_s02y
512248.560,None-p04_s02y
512248.760,C
512248.960,None-p04_s02y
512249.160,None-p04_s02y
512249.360,None-p04_s02y
512249.560,None-p04_s02y
512249.760,C
512249.960,None-p04_s02y
512250.160,None-p04_s02y
512250.360,B
512250.560,B
512250.760,B
512250.960,B
512251.160,B
512251.360,None-p04_s02y
512251.560,B
512251.760,None-p04_s02y
512251.960,A
512252.160,None-p04_s02y
512252.360,None-p04_s02y
512252.560,None-p04_s02y
512252.760,A
512252.960,face
512253.160,face
512253.360,None-p04_s02y
512253.560,None-p04_s02y
512253.760,None-p04_s02y
512253.960,E
512254.160,E
512254.360,E
512254.560,None-p04_s02y
512254.760,E
512254.960,E
512255.160,face
512255.360,A
512255.560,None-p04_s02y
512255.760,None-p04_s02y
512255.960,None-p04_s02y
512256.160,None-p04_s02y
512256.360,None-p04_s02y
512256.560,A
512256.760,A
512256.960,A
512257.160,A
512257.360,A
512257.560,None-p04_s02y
512257.760,None-p04_s02y
512257.960,A
512258.160,None-p04_s02y
512258.360,F
512258.560,E
512258.760,face
